PostId,ParentId,Score,OwnerUserId,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Tags,CommentCount
5666430,1968017,187,439049,7108457,,2018-08-22T12:34:39.070,2018-08-22T12:34:39.070,<iphone><cocoa><cocoa-touch><uiview>,11
5683179,5683154,123,234944,209139,,2018-07-20T16:02:33.897,2018-07-20T16:02:33.897,<mysql><ubuntu>,20
5719854,1028649,1656,4682,63550,,2018-07-28T20:13:38.977,2018-07-28T20:13:38.977,<git><git-tag>,16
5767357,5767325,9065,613430,4757672,,2018-08-09T07:43:52.403,2018-08-09T07:43:52.403,<javascript><arrays>,35
5831191,5830387,279,433790,63550,,2017-03-11T02:05:38.180,2017-03-11T02:05:38.180,<php><regex><youtube>,51
5876747,5874652,1740,96100,561731,,2018-08-03T13:43:57.613,2018-08-03T13:43:57.613,<javascript><jquery><dom><attr><prop>,36
5889795,1347779,169,257550,1252541,,2015-10-27T16:37:49.853,2015-10-27T16:37:49.853,<ios><objective-c><iphone>,11
5898748,5898656,560,218196,2231819,,2018-05-28T08:04:15.907,2018-05-28T08:04:15.907,<javascript><html><css><dom>,19
5921190,600207,1532,111995,63550,,2014-11-05T18:57:14.957,2014-11-05T18:57:14.957,<android><android-service>,29
5939737,1528717,123,337062,337062,,2013-11-20T09:53:22.287,2013-11-20T09:53:22.287,<php><installation><phpunit><filepath><php-ini>,13
5947280,881515,1016,121531,740639,,2017-01-17T14:20:49.163,2017-01-17T14:20:49.163,<javascript><namespaces><javascript-namespaces>,27
5963610,5963269,1468,428790,428790,,2018-08-08T09:18:55.813,2018-08-08T09:18:55.813,<r><r-faq>,9
5965940,1397036,348,748813,3067485,,2016-10-11T13:04:43.983,2016-10-11T13:04:43.983,<php><xml><arrays><simplexml>,22
6031266,6031214,184,6309,6309,,2018-08-29T06:10:13.697,2018-08-29T06:10:13.697,<windows><git><authentication>,29
677212,592620,2313,58803,446554,,2017-09-26T23:02:09.633,2017-09-26T23:02:09.633,<bash><shell>,48
679937,679915,748,48015,214446,,2014-08-29T10:30:56.390,2014-08-29T10:30:56.390,<javascript><json>,17
682343,348170,1963,20479,63550,Rhubarb,2013-03-09T11:13:35.140,2013-03-09T11:13:35.140,<git><version-control><git-commit><git-stage>,21
690300,690251,256,81589,81589,,2012-06-25T15:03:28.687,2012-06-25T15:03:28.687,<javascript><logging><internet-explorer-8><console>,11
692329,692246,1814,69755,NA,user456814,2014-05-30T02:30:59.827,2014-05-30T02:30:59.827,<git><file><version-control><dvcs><undo>,16
6089413,6089231,97,763305,6410484,,2017-11-29T17:24:22.890,2017-11-29T17:24:22.890,<c++><ifstream><newline>,13
6117889,6117814,200,257182,257182,,2017-08-12T11:27:43.307,2017-08-12T11:27:43.307,<javascript><date>,51
6154614,194465,190,95706,95706,,2011-05-27T16:05:21.220,2011-05-27T16:05:21.220,<c++><parsing>,16
6163129,6162484,1093,471272,442945,,2015-08-13T23:24:15.540,2015-08-13T23:24:15.540,<perl><unicode><utf-8>,50
6207519,6207362,60,69802,3845019,,2016-04-14T11:32:03.233,2016-04-14T11:32:03.233,<android><android-asynctask>,14
6225706,6225351,165,765854,1033581,,2017-09-10T16:46:33.433,2017-09-10T16:46:33.433,<php><html><minify>,12
6248722,6248666,92,224671,-1,,2017-05-23T12:10:32.943,2017-02-28T09:49:46.597,<javascript><hash><guid>,14
6252782,6252678,422,203907,38896,,2013-08-22T11:02:01.507,2013-08-22T11:02:01.507,<java><datetime><jodatime>,11
6273809,6273608,143,128940,360899,,2014-05-26T16:47:44.377,2014-05-26T16:47:44.377,<command-line><parameters><makefile><arguments>,12
6364313,6364289,551,448391,8313526,,2018-04-26T01:45:55.223,2018-04-26T01:45:55.223,<jquery><html><forms>,15
6366390,6366351,124,215966,8644621,,2018-03-30T15:57:55.607,2018-03-30T15:57:55.607,<php><css><dom>,11
6394168,6393943,311,711085,711085,,2018-05-31T17:39:28.387,2018-05-31T17:39:28.387,<javascript>,17
6491621,6491463,421,6782,6782,,2016-10-10T13:40:11.940,2016-10-10T13:40:11.940,<javascript><jquery><path><nested>,19
6581949,100003,5808,9951,3599552,,2018-04-08T12:53:08.200,2018-04-08T12:53:08.200,<python><oop><metaclass><python-datamodel>,11
6593822,4616095,1788,709635,9164141,,2018-08-30T19:13:43.063,2018-08-30T19:13:43.063,<android><android-emulator><android-manifest>,18
6609998,6609895,28,286340,105066,,2011-07-08T13:36:14.433,2011-07-08T13:36:14.433,<python><string><unicode><replace>,11
6615994,5445491,648,651536,3509591,,2017-10-05T05:48:42.467,2017-10-05T05:48:42.467,<javascript><jquery><html><css><responsive-design>,28
728694,728360,1332,35881,35881,,2018-08-14T15:12:54.003,2018-08-14T15:12:54.003,<javascript><clone>,27
740431,735350,385,59389,461444,,2015-12-09T10:10:17.493,2015-12-09T10:10:17.493,<c#><asp.net><client><ip-address>,14
742047,742013,713,28401,121493,,2014-12-10T04:18:14.250,2014-12-10T04:18:14.250,<algorithm><url>,23
750506,750486,1814,86463,19068,,2018-06-06T10:19:14.187,2018-06-06T10:19:14.187,<javascript><loops><closures>,25
6677069,6677035,3507,343088,2415293,,2018-07-08T14:48:17.303,2018-07-08T14:48:17.303,<javascript><jquery>,24
6691294,6690752,157,96100,96100,,2013-10-28T10:41:44.703,2013-10-28T10:41:44.703,<javascript><jquery><contenteditable>,32
6722031,2142535,665,5628,5628,,2015-03-30T19:19:00.680,2015-03-30T19:19:00.680,<javascript><html5><canvas><html5-canvas><composite>,16
6782438,1884724,619,407731,-1,,2017-05-23T12:18:24.660,2013-06-22T10:08:08.107,<javascript><node.js><v8><evented-io>,14
6798042,6760685,396,500584,-1,,2017-05-23T12:34:51.197,2016-01-27T15:29:51.693,<python><singleton><decorator><base-class><metaclass>,24
6804718,2176861,263,140293,-1,,2017-05-23T11:47:36.153,2016-08-05T02:23:30.233,<javascript><cross-browser><clipboard>,24
6853926,849211,89,368954,2891664,,2018-04-01T00:10:18.973,2018-04-01T00:10:18.973,<language-agnostic><geometry><distance><line-segment>,11
6880421,6865194,428,405015,5771750,,2017-07-10T04:27:26.790,2017-07-10T04:27:26.790,<html><css><fluid-layout>,30
6889335,6872898,359,98117,98117,,2015-06-06T13:27:30.537,2015-06-06T13:27:30.537,<haskell><definition><strictness><weak-head-normal-form>,17
6969486,3446170,791,151312,175071,,2018-08-07T08:46:27.267,2018-08-07T08:46:27.267,<javascript><regex><escaping>,20
7010890,1265040,486,887836,2080707,,2017-03-03T12:41:15.383,2017-03-03T12:41:15.383,<git><command-line><statistics><repository>,11
772881,661018,388,18180,518853,,2015-07-22T15:32:37.433,2015-07-22T15:32:37.433,<svn><git><git-svn>,28
776523,776508,77,82673,224132,,2017-06-08T01:46:18.410,2017-06-08T01:46:18.410,<c++><c><rotation><bit-manipulation><c++-faq>,17
805508,805363,421,6277,6277,,2011-05-15T23:24:22.743,2011-05-15T23:24:22.743,<sqlite><alter-table>,17
806189,806000,2124,24587,24587,,2014-03-30T08:31:18.390,2014-03-30T08:31:18.390,<html><css><opacity>,14
7194467,7192543,88,126014,-1,,2017-05-23T12:03:06.937,2014-06-13T10:11:48.993,<c#><asp.net-mvc><asp.net-mvc-3><dependency-injection><actionfilterattribute>,15
7220510,4810841,3760,27862,2359679,,2017-05-31T10:48:56.040,2017-05-31T10:48:56.040,<javascript><json><pretty-print>,19
7261048,6850276,41,821334,-1,,2017-05-23T11:46:50.813,2017-01-30T13:45:36.993,<javascript><jquery><fileapi>,11
7287121,7263291,749,854896,-1,,2017-05-23T11:47:29.557,2015-03-05T17:00:45.497,<android><android-viewpager>,23
7297873,7131909,224,834525,834525,,2013-10-16T21:07:04.273,2013-10-16T21:07:04.273,<facebook><returnurl>,22
7335487,7335420,1145,19563,755393,,2018-07-11T18:28:37.947,2018-07-11T18:28:37.947,<git><global><gitignore>,18
7513356,7443578,288,938089,-1,,2017-05-23T12:03:07.500,2014-03-02T09:29:19.063,<javascript><youtube-api><youtube-javascript-api>,32
7525760,1125084,255,283055,184741,,2016-05-10T23:46:56.787,2016-05-10T23:46:56.787,<javascript><fullscreen>,16
7549118,7548926,238,85371,85371,,2016-03-17T23:42:29.923,2016-03-17T23:42:29.923,<git><git-branch>,13
7557433,123999,1176,139361,-1,,2017-05-23T12:34:59.060,2017-03-17T19:41:04.987,<javascript><html><firefox><dom>,34
7607853,7567404,135,188740,188740,,2014-03-24T22:45:24.527,2014-03-24T22:45:24.527,<javascript><templates><backbone.js>,14
7616484,7616461,593,495174,495174,,2017-10-11T18:23:21.847,2017-10-11T18:23:21.847,<javascript><hash>,33
7636468,2620444,796,976858,4409409,,2017-12-04T20:23:23.607,2017-12-04T20:23:23.607,<android><dialog><android-alertdialog><android-dialog><android-dialogfragment>,25
7680682,402377,174,981666,915044,,2014-08-10T22:58:51.793,2014-08-10T22:58:51.793,<shell><unix><getopt><getopts>,15
825832,825748,1081,101697,64669,,2016-01-08T15:32:57.780,2016-01-08T15:32:57.780,<ruby><command-line><rake><command-line-arguments>,14
834355,834303,1308,63557,63557,,2018-08-17T13:51:41.803,2018-08-17T13:51:41.803,<php><string>,29
840849,840781,201,103281,1453746,,2018-06-05T02:14:24.223,2018-06-05T02:14:24.223,<javascript><arrays>,11
7728728,7728478,27,76722,678093,,2016-02-04T07:10:27.817,2016-02-04T07:10:27.817,<c++><templates><containers>,16
7768006,5899783,307,266068,266068,,2018-02-16T08:51:41.153,2018-02-16T08:51:41.153,<javascript><jquery><browser-detection>,12
7785711,7785374,306,860000,860000,,2015-03-06T18:25:10.553,2015-03-06T18:25:10.553,<html><css><css-multicolumn-layout>,13
8017292,7964153,110,717416,717416,,2017-01-03T16:12:12.290,2017-01-03T16:12:12.290,<ios><performance><core-graphics><graphicscontext><quartz-core>,13
8027444,8027423,192,859154,5504438,,2016-06-14T13:31:11.743,2016-06-14T13:31:11.743,<javascript><jquery><colors>,11
8044605,8044583,846,893,15139,,2015-06-03T02:30:28.653,2015-06-03T02:30:28.653,<git><git-tag>,13
8086845,8086584,311,451475,451475,,2016-12-18T16:17:49.377,2016-12-18T16:17:49.377,<ios><objective-c><swift><nsstring><urlencode>,12
8098080,2342162,229,627042,2675154,,2018-05-26T14:57:22.503,2018-05-26T14:57:22.503,<c++><string><stl><formatting>,20
8133437,8133417,153,579718,4581003,,2017-07-28T03:56:02.093,2017-07-28T03:56:02.093,<android><android-sdcard><diskspace>,18
8217857,8208834,3,464709,464709,,2011-11-22T18:21:58.953,2011-11-22T18:21:58.953,<jquery><calendar><jquery-mobile><datebox>,11
901144,901115,7067,104014,605890,,2018-07-07T11:33:38.977,2018-07-07T11:33:38.977,<javascript><url><plugins><query-string>,48
918931,918886,942,34509,63550,,2012-03-08T20:31:44.410,2012-03-08T20:31:44.410,<bash><shell><scripting>,19
925630,753052,363,NA,-1,,2017-05-23T11:55:02.523,2015-08-27T12:05:44.163,<python><html>,18
927386,927358,19439,62130,3266847,,2018-07-03T20:58:37.373,2018-07-03T20:58:37.373,<git><git-commit><git-reset><git-revert>,28
930495,928646,124,6309,6309,,2017-11-20T09:53:03.910,2017-11-20T09:53:03.910,<git><git-merge>,25
8260383,3452546,316,1064371,234309,,2018-01-30T03:16:55.753,2018-01-30T03:16:55.753,<javascript><regex><url><youtube>,12
8295488,8238762,31,1069189,67268,,2013-07-14T20:08:59.797,2013-07-14T20:08:59.797,<jquery><jquery-mobile>,16
8313042,1167617,152,308189,308189,,2015-05-23T12:29:49.947,2015-05-23T12:29:49.947,<python><inheritance><override><self-documenting-code>,11
8407771,1184624,408,184600,37055,,2016-07-11T21:03:22.550,2016-07-11T21:03:22.550,<javascript><jquery><json><serialization>,26
8436281,6420925,285,636178,230615,,2016-11-18T23:18:16.770,2016-11-18T23:18:16.770,<ios><uiwebview>,12
8460753,1382107,38,463304,463304,,2015-03-13T17:42:36.613,2015-03-13T17:42:36.613,<javascript><exception><error-handling>,12
8483078,8481844,326,358813,-1,,2017-05-23T12:02:53.363,2013-08-16T17:10:03.967,<android><gridview>,35
8491939,8477443,6,315935,-1,,2017-05-23T10:30:21.840,2011-12-16T10:56:19.660,<jqgrid>,15
8649003,8648892,234,570118,570118,,2018-02-26T16:18:38.643,2018-02-26T16:18:38.643,<javascript><jquery><url><url-parameters><url-parsing>,22
8702291,1109061,218,330315,-1,,2017-04-13T12:42:36.310,2015-01-09T14:02:02.463,<sql><postgresql><upsert><sql-merge>,15
8758614,166221,2344,931340,6021597,,2018-03-20T06:51:09.927,2018-03-20T06:51:09.927,<javascript><jquery><ajax><asynchronous><upload>,36
933996,933850,182,82091,82091,,2011-05-24T18:56:30.583,2011-05-24T18:56:30.583,<c++><c><linux><unix><path>,15
949391,949314,2109,46058,631764,,2015-12-13T03:25:13.837,2015-12-13T03:25:13.837,<git><tfs><tfs-workitem><changeset>,15
952952,952914,3060,95810,2414957,,2017-06-14T21:53:08.463,2017-06-14T21:53:08.463,<python><list><multidimensional-array><flatten>,31
965072,965053,2843,17833,17833,,2018-04-30T13:58:25.373,2018-04-30T13:58:25.373,<bash><string><filenames>,18
8809472,105034,674,508537,799876,,2018-04-02T18:34:30.433,2018-04-02T18:34:30.433,<javascript><guid><uuid>,24
8843181,1606797,327,27862,-1,,2017-05-23T12:26:38.723,2017-03-25T13:49:52.680,<javascript><oop><class><inheritance><constructor>,20
8891890,6768793,362,175071,-1,,2017-05-23T10:31:37.937,2015-11-04T16:14:12.493,<php><url>,22
8894528,2655925,296,549848,4522954,,2015-08-06T18:59:24.423,2015-08-06T18:59:24.423,<javascript><jquery><html><css>,16
9039885,9038625,638,1029952,1633924,,2017-12-09T16:56:30.207,2017-12-09T16:56:30.207,<javascript><ios><browser><browser-feature-detection>,27
9056395,9056008,550,497756,497756,,2013-03-26T18:40:54.490,2013-03-26T18:40:54.490,<ruby><ubuntu><rvm>,19
9090128,5023514,160,579323,139361,,2014-05-27T18:02:09.260,2014-05-27T18:02:09.260,<javascript><css><javascript-events><css3><css-transitions>,11
9166671,9166400,12,190597,190597,,2012-02-07T12:22:28.727,2012-02-07T12:22:28.727,<python><png><jpeg><python-imaging-library><rgba>,14
9183272,9183178,395,773690,195835,,2017-06-09T06:49:16.193,2017-06-09T06:49:16.193,<php><http><curl>,15
9204568,46155,560,270821,270821,,2018-08-14T23:30:48.367,2018-08-14T23:30:48.367,<javascript><regex><validation><email><email-validation>,17
9308284,9279111,653,384483,2350083,,2018-02-21T19:48:27.273,2018-02-21T19:48:27.273,<android><device-detection>,34
9329476,9329446,6031,157247,157247,,2018-07-16T13:23:53.293,2018-07-16T13:23:53.293,<javascript><arrays><loops><foreach><iteration>,19
9337047,1661197,872,96656,146513,,2012-09-01T19:40:33.573,2012-09-01T19:40:33.573,<javascript><character>,21
992413,992019,429,3474,3474,,2016-07-09T18:00:40.973,2016-07-09T18:00:40.973,<java><encryption><cryptography><passwords><aes>,49
1026087,1026069,4794,48492,119775,,2018-02-14T12:22:09.977,2018-02-14T12:22:09.977,<javascript><string><capitalize><letter>,27
9370094,9320218,62,712605,-1,,2017-05-23T12:02:34.407,2013-08-24T19:33:53.800,<git>,12
9417836,9417356,44,1132499,-1,,2017-05-23T12:17:44.127,2016-10-12T13:16:36.583,<java><bufferedimage>,12
9436948,4059147,1481,1221512,1709587,,2017-02-16T19:25:21.583,2017-02-16T19:25:21.583,<javascript>,24
9462382,9461621,130,87015,87015,,2017-11-24T12:43:06.433,2017-11-24T12:43:06.433,<javascript><jquery><formatting><numbers>,13
9493060,2353211,263,650722,106092,,2017-08-03T15:33:22.767,2017-08-03T15:33:22.767,<colors><rgb><hsl>,22
9513423,9452701,2178,777186,552067,,2017-06-05T08:19:56.070,2017-06-05T08:19:56.070,<javascript><c#><algorithm><search><suffix-tree>,45
9517879,9515704,719,938089,-1,,2017-05-23T12:18:24.630,2016-10-18T18:59:54.497,<javascript><google-chrome><google-chrome-extension><youtube-api><content-script>,48
9537923,9537392,2258,106205,-1,,2018-02-05T16:10:03.333,2018-02-05T16:10:03.333,<git><branch><git-branch><git-fetch>,19
9558001,2371436,143,4279,4279,,2014-07-30T12:00:32.013,2014-07-30T12:00:32.013,<python><math>,20
9564811,9564602,62,447356,447356,,2015-11-25T14:37:57.963,2015-11-25T14:37:57.963,<javascript><browser>,27
9614662,9614622,380,31671,31671,,2013-08-18T11:15:21.733,2013-08-18T11:15:21.733,<javascript><jquery><css><visibility>,17
9832084,3987683,640,306478,306478,,2018-02-01T17:24:38.720,2018-02-01T17:24:38.720,<installation><versioning><homebrew>,15
9851769,9847580,1248,938089,3375713,,2018-08-16T10:58:14.517,2018-08-16T10:58:14.517,<javascript><browser-detection>,30
9855338,9655181,742,1284661,-1,,2017-05-23T11:55:09.530,2017-04-18T14:55:54.207,<java><bytearray><hex>,14
1060034,1060008,596,94197,436754,,2017-08-22T09:45:01.733,2017-08-22T09:45:01.733,<javascript><browser><focus><window>,46
1066603,1066589,2857,70393,4298200,,2018-04-20T16:56:35.483,2018-04-20T16:56:35.483,<java><loops><hashmap><iteration>,25
1090316,1090309,1417,NA,11722,,2016-04-22T11:11:28.233,2016-04-22T11:11:28.233,<git>,14
1091953,1091945,1159,52443,19068,,2017-02-02T13:27:27.050,2017-02-02T13:27:27.050,<xml><escaping><character>,12
1094933,1094841,389,55246,1364007,,2015-09-22T12:29:17.370,2015-09-22T12:29:17.370,<python><code-snippets><filesize>,14
9920956,1778088,642,6309,-1,,2017-05-23T12:02:47.340,2016-12-28T19:34:38.207,<git><branch><git-clone>,21
9943907,9921647,30,572644,-1,,2017-05-23T11:54:30.703,2013-04-14T19:24:57.173,<c#><.net><unit-testing><nhibernate><orm>,18
10011893,4687698,76,1059966,6568628,,2018-03-05T16:45:38.480,2018-03-05T16:45:38.480,<ipad><mobile-safari><ios><web-applications>,14
10052222,1894967,293,530658,1012053,,2017-09-14T16:32:22.207,2017-09-14T16:32:22.207,<batch-file><command-line><uac><elevated-privileges>,47
10073788,10073699,505,182668,182668,,2014-07-24T12:34:33.183,2014-07-24T12:34:33.183,<javascript><formatting>,12
10195497,10195343,213,14065,2411320,,2016-05-27T20:45:15.947,2016-05-27T20:45:15.947,<c++><file-io>,26
10209282,1795176,234,1341296,190625,,2017-01-18T08:58:20.353,2017-01-18T08:58:20.353,<mysql><directory><default>,23
10294291,10281962,1121,27862,2519416,,2015-03-16T12:25:57.923,2015-03-16T12:25:57.923,<html5><html5-validation>,21
10315969,2964678,166,624466,-1,,2017-05-23T11:46:56.480,2015-01-02T15:11:08.470,<javascript><jquery><regex><url><youtube>,20
10372280,10343913,119,938089,-1,,2017-05-23T12:09:59.730,2013-12-19T12:34:56.180,<javascript><web-worker><data-uri>,12
10407371,10407159,2094,829188,5022249,,2017-09-12T12:29:59.893,2017-09-12T12:29:59.893,<android><android-intent><android-activity><startactivityforresult>,14
1099670,979975,225,23501,363155,,2015-06-05T18:13:06.610,2015-06-05T18:13:06.610,<javascript><url>,11
1109108,1109022,4192,822,3041394,,2018-06-20T12:38:21.123,2018-06-20T12:38:21.123,<android><android-layout><android-softkeyboard><android-input-method><soft-keyboard>,37
1119324,1119289,303,905,811240,,2017-03-28T22:47:18.867,2017-03-28T22:47:18.867,<javascript><html><message><onbeforeunload><confirm>,21
1133815,1132567,152,27658,27658,,2018-01-11T21:42:54.540,2018-01-11T21:42:54.540,<java><security><encryption><configuration><cryptography>,19
1139797,1139762,3681,134482,708369,,2018-07-16T23:48:27.493,2018-07-16T23:48:27.493,<git><caching><version-control><gitignore><git-rm>,33
1143800,1143796,3547,36723,975638,,2018-03-18T23:51:30.457,2018-03-18T23:51:30.457,<git><repository><remote-server><delete-file><git-rm>,17
1144249,1068834,935,140277,-1,,2017-05-23T12:26:38.100,2016-07-15T09:48:02.267,<javascript><object><comparison><object-comparison>,21
1144788,1144783,3629,21926,507738,,2017-06-21T22:17:14.783,2017-06-21T22:17:14.783,<javascript><regex><replace>,17
1152321,1152260,252,122455,604048,,2018-06-19T08:25:17.927,2018-06-19T08:25:17.927,<sql><postgresql>,11
10516313,10516196,175,1033896,1033896,,2012-05-09T12:47:00.993,2012-05-09T12:47:00.993,<c++><std>,14
10576409,511088,151,731314,-1,,2017-05-23T12:03:05.757,2017-04-26T01:05:37.310,<javascript>,12
10689206,10689055,485,316644,316644,,2015-06-11T17:49:03.957,2015-06-11T17:49:03.957,<r><dataframe><r-faq>,15
10727155,10726909,233,1391040,519995,,2015-12-01T10:13:48.927,2015-12-01T10:13:48.927,<javascript><random>,12
10836076,932653,1292,1119621,1119621,,2016-12-22T15:17:32.357,2016-12-22T15:17:32.357,<javascript><html><forms><button><submit>,21
10869248,728360,706,1031916,31671,,2016-01-26T14:44:29.270,2016-01-26T14:44:29.270,<javascript><clone>,27
10920872,10918907,118,1109017,1109017,,2016-03-16T20:31:53.843,2016-03-16T20:31:53.843,<ffmpeg>,18
89243,89228,3552,11465,63550,,2018-06-03T14:41:52.370,2018-06-03T14:41:52.370,<python><shell><command><subprocess><external>,10
101945,101268,741,17624,247556,onnodb,2012-01-18T16:23:50.883,2012-01-18T16:23:50.883,<python><hidden-features>,16
105074,105034,1925,3560,102937,John Millikin,2018-08-31T19:51:17.603,2018-08-31T19:51:17.603,<javascript><guid><uuid>,22
106223,106179,489,6508,-1,,2012-10-31T13:57:05.460,2012-10-31T13:57:05.460,<regex><dns>,31
109025,109023,768,16881,5180989,Matt Howells,2017-08-26T21:06:22.927,2017-08-26T21:06:22.927,<algorithm><binary><bit-manipulation><hammingweight><iec10967>,31
111111,111102,6218,7441,7549483,,2018-08-25T10:40:46.053,2018-08-25T10:40:46.053,<javascript><function><variables><scope><closures>,35
119572,119559,334,13552,571433,Greg Beech,2012-11-23T02:47:07.820,2012-11-23T02:47:07.820,<c#><input><text-files>,13
122704,122102,4081,6524,3359432,John Resig,2018-03-24T15:17:12.947,2018-03-24T15:17:12.947,<javascript><object><clone>,33
122721,122616,138,9530,857156,Adam Rosenfield,2018-06-14T08:20:03.310,2018-06-14T08:20:03.310,<c><string><whitespace><trim>,24
130123,130117,168,14065,200224,Martin York,2018-02-20T09:23:26.790,2018-02-20T09:23:26.790,<c++><exception><destructor><raii>,33
133997,133925,1854,20089,773263,,2017-10-23T15:03:33.377,2017-10-23T15:03:33.377,<javascript><http><post><submit><html-form>,22
135614,134882,3405,19563,12892,Charles Bailey,2016-10-20T03:32:48.067,2016-10-20T03:32:48.067,<git><rebase><git-rebase><undo>,23
145309,143174,153,17224,-1,,2017-05-23T12:02:39.190,2013-05-31T09:16:40.693,<c++><c><current-dir>,13
1176023,1175208,569,129879,1248724,,2015-01-21T08:38:17.367,2015-01-21T08:38:17.367,<python><camelcasing>,16
1186309,1184624,1548,66617,1079267,,2017-04-19T05:41:59.833,2017-04-19T05:41:59.833,<javascript><jquery><json><serialization>,41
11013994,9538868,391,2972,2972,,2013-06-25T07:24:46.647,2013-06-25T07:24:46.647,<javascript><jquery><scroll><twitter-bootstrap>,21
11178106,11177954,1324,1247659,59087,,2018-04-15T15:00:14.103,2018-04-15T15:00:14.103,<javascript><node.js><npm>,27
11197770,11197509,452,530432,530432,,2018-08-08T15:27:41.240,2018-08-08T15:27:41.240,<ios><objective-c><iphone><ipad>,22
11227902,11227809,28708,922184,4909087,,2018-05-18T07:06:18.293,2018-05-18T07:06:18.293,<java><c++><performance><optimization><branch-prediction>,79
11252510,11235370,449,204480,14731,,2012-12-10T04:12:58.757,2012-12-10T04:12:58.757,<android><android-emulator>,12
11321508,11321491,490,541091,3478852,,2017-08-20T05:34:51.873,2017-08-20T05:34:51.873,<mysql><sql><quotes>,9
11381730,11381673,969,1061967,2577176,,2016-08-26T09:26:03.490,2016-08-26T09:26:03.490,<javascript><browser-detection><mobile-browser><platform-detection>,43
11384018,4907843,1276,510754,510754,,2017-02-28T04:50:42.137,2017-02-28T04:50:42.137,<javascript>,33
11396681,442404,1337,94197,10612,,2018-01-10T13:44:57.183,2018-01-10T13:44:57.183,<javascript><html><css><dom><position>,15
11412138,11408130,41,157882,157882,,2016-03-03T14:11:10.397,2016-03-03T14:11:10.397,<jsf><jsf-2><commandbutton><commandlink>,16
1232046,1232040,3491,113570,-1,,2017-05-23T12:34:51.197,2016-12-19T15:11:57.480,<javascript><arrays>,47
1252010,1251999,1455,2509,3889449,,2017-06-05T12:05:40.917,2017-06-05T12:05:40.917,<sed>,23
1252705,1252693,281,70393,2377343,,2018-02-22T17:16:53.843,2018-02-22T17:16:53.843,<php><string>,12
1262619,273313,930,68115,107625,,2017-11-14T06:56:11.273,2017-11-14T06:56:11.273,<c#><generic-list>,26
1262985,1262965,85,33708,1267466,,2013-10-31T09:32:50.323,2013-10-31T09:32:50.323,<c#><string><file-io><input>,22
11616535,11540880,13,844882,-1,,2017-05-23T12:33:58.123,2012-07-27T14:00:28.830,<android><android-loadermanager><android-cursorloader><asynctaskloader><android-loader>,15
11753070,11753000,1179,1438733,902276,,2016-12-23T11:08:40.660,2016-12-23T11:08:40.660,<android><android-intent><google-play>,20
11867013,11866910,344,863470,4367223,,2017-06-02T11:36:22.020,2017-06-02T11:36:22.020,<jquery><html5><validation>,16
11995662,4051883,385,1327748,-1,,2017-05-23T12:10:41.520,2013-04-05T08:21:56.890,<windows><batch-file><cmd><admin>,13
12021580,49478,647,153422,1033581,,2018-04-27T01:57:39.053,2018-04-27T01:57:39.053,<xcode><git><macos><version-control><gitignore>,54
12026863,12026842,455,508666,1921762,,2018-05-24T14:33:51.390,2018-05-24T14:33:51.390,<php><regex><email><email-validation>,13
12043228,12043187,192,6782,6782,,2016-04-06T16:34:09.223,2016-04-06T16:34:09.223,<javascript><colors>,11
12090055,4770025,376,615482,604142,,2012-11-19T21:24:07.377,2012-11-19T21:24:07.377,<javascript><jquery><scroll>,22
1270960,520237,1527,53114,230422,,2015-02-25T07:58:39.687,2015-02-25T07:58:39.687,<php><session><cookies>,39
1283189,1282364,77,154982,1033581,,2017-07-02T16:51:17.300,2017-07-02T16:51:17.300,<iphone><objective-c><cocoa-touch><debugging><exception-handling>,10
1290727,940382,1097,71116,4852410,,2016-03-04T20:50:44.097,2016-03-04T20:50:44.097,<haskell><syntax><function-composition>,13
12118602,5741187,535,338665,-1,,2017-05-23T11:55:01.607,2015-02-24T19:36:10.240,<php><mysql><sql><security><sql-injection>,13
12193309,11622652,72,709479,5076471,,2016-05-02T17:25:58.293,2016-05-02T17:25:58.293,<python><pandas><sas>,12
12201744,12201577,165,190597,1709587,,2018-02-20T22:57:17.783,2018-02-20T22:57:17.783,<python><matplotlib>,11
12283909,5554682,144,1232682,-1,,2012-10-09T14:35:24.047,2012-10-09T14:35:24.047,<android><resize><imageview>,11
12309023,12307965,86,334519,-1,,2017-05-23T11:47:17.553,2014-10-16T12:51:43.460,<scala><monads><for-comprehension><either>,12
12309296,12309269,1355,35070,-1,,2018-07-08T11:32:26.763,2018-07-08T11:32:26.763,<python><json>,18
12451465,12451431,161,100297,-1,,2017-05-23T11:47:23.237,2016-09-28T18:10:10.460,<python><json><jsonlines>,12
12476379,4750806,1645,284795,2326172,,2018-04-08T01:12:48.860,2018-04-08T01:12:48.860,<python><windows><installation><pip><easy-install>,23
12495234,3497123,218,1658147,1658147,,2013-01-26T22:01:07.490,2013-01-26T22:01:07.490,<git><bash>,9
12621264,5661671,42,885464,139361,,2014-11-07T10:30:22.027,2014-11-07T10:30:22.027,<css><html5><css3>,19
12646338,12646240,6,1133011,1133011,,2012-09-29T12:32:54.410,2012-09-29T12:32:54.410,<java><swing><jtable><jscrollpane><defaulttablemodel>,19
1334949,1334613,241,89771,1366251,,2012-08-16T20:59:24.833,2012-08-16T20:59:24.833,<php><directory><zip><directory-structure><recursion>,35
