1,37,4
2,37,4
3,36,4
4,33,4
5,30,2
6,25,1
7,21,2
8,19,1
9,17,2
10,11,5
11,14,1
12,8,3
13,8,1
14,7,0
15,5,0
16,3,1
17,3,1
18,3,0
19,3,0
20,3,0
21,1,0
22,1,0
